CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12510,142,9,5178.02,1,Champions
12511,428,1,3084.02,0,Dormant / At-Risk
12512,66,2,132.18,0,Dormant / At-Risk
12513,112,1,612.29,0,Dormant / At-Risk
12514,267,2,1597.76,0,Dormant / At-Risk
12515,353,1,383.7,0,Dormant / At-Risk
12516,77,4,2648.62,1,Champions
12517,28,5,2481.6,1,Champions
12518,0,5,2056.89,1,Champions
12519,63,2,716.54,0,Dormant / At-Risk
12520,79,5,2634.26,1,Champions
12521,142,1,599.68,0,Dormant / At-Risk
12522,39,2,192.72,0,Dormant / At-Risk
12523,19,23,4352.35,1,Champions
12524,9,17,11126.11,1,Champions
12525,498,3,973.73,0,Dormant / At-Risk
12526,0,3,1316.66,1,Champions
12527,81,5,735.51,0,Dormant / At-Risk
12528,9,6,1933.48,1,Champions
12529,528,1,316.48,0,Dormant / At-Risk
12530,59,9,3759.26,1,Champions
12531,14,2,1933.2,1,Champions
12532,30,1,349.83000000000004,0,Dormant / At-Risk
12533,627,2,1367.89,0,Dormant / At-Risk
12534,130,1,1089.18,0,Dormant / At-Risk
12535,91,2,716.35,0,Dormant / At-Risk
12536,43,3,12601.830000000002,1,Champions
12537,408,1,732.94,0,Dormant / At-Risk
12538,29,2,640.45,0,Dormant / At-Risk
12539,22,7,11214.75,1,Champions
12540,19,33,22254.49,1,Champions
12541,29,3,981.18,0,Dormant / At-Risk
12542,484,2,481.88,0,Dormant / At-Risk
12543,448,1,980.25,0,Dormant / At-Risk
12544,36,1,372.7,0,Dormant / At-Risk
12545,75,2,1000.39,0,Dormant / At-Risk
12546,46,2,1161.5,0,Dormant / At-Risk
12547,197,3,383.58,0,Dormant / At-Risk
12548,166,1,95.19999999999999,0,Dormant / At-Risk
12549,575,6,1575.68,0,Dormant / At-Risk
12550,79,1,964.83,0,Dormant / At-Risk
12551,357,1,168.0,0,Dormant / At-Risk
12552,38,2,437.82,0,Dormant / At-Risk
12553,8,12,4608.75,1,Champions
12554,448,1,468.5,0,Dormant / At-Risk
12555,682,1,129.23,0,Dormant / At-Risk
12556,50,2,599.56,0,Dormant / At-Risk
12557,16,8,18096.14,1,Champions
12558,7,1,269.96,0,Dormant / At-Risk
12559,310,2,561.71,0,Dormant / At-Risk
12560,5,3,2134.01,1,Champions
12561,302,1,238.85,0,Dormant / At-Risk
12562,8,9,4966.92,1,Champions
12563,408,1,249.24,0,Dormant / At-Risk
12564,261,1,456.90000000000003,0,Dormant / At-Risk
12565,288,1,145.92000000000002,0,Dormant / At-Risk
12566,86,1,351.65,0,Dormant / At-Risk
12567,22,15,11767.48,1,Champions
12568,644,1,70.0,0,Dormant / At-Risk
12569,2,32,4124.6900000000005,1,Champions
12570,682,1,77.52,0,Dormant / At-Risk
12571,39,2,519.61,0,Dormant / At-Risk
12572,8,2,1020.4200000000001,1,Champions
12573,227,5,717.41,0,Dormant / At-Risk
12574,315,1,218.45000000000002,0,Dormant / At-Risk
12575,457,2,622.82,0,Dormant / At-Risk
12576,35,8,2142.7200000000003,1,Champions
12577,35,8,1617.1,1,Champions
12578,21,4,4642.45,1,Champions
12579,78,1,440.42,0,Dormant / At-Risk
12580,246,2,1052.9,0,Dormant / At-Risk
12581,39,1,197.71,0,Dormant / At-Risk
12582,238,4,1980.4,0,Dormant / At-Risk
12583,2,27,13591.58,1,Champions
12584,3,9,2338.15,1,Champions
12585,234,2,2040.1,0,Dormant / At-Risk
12586,17,4,2062.67,1,Champions
12587,7,1,144.0,0,Dormant / At-Risk
12588,39,4,958.78,1,Champions
12589,28,8,4695.66,1,Champions
12590,211,2,9864.26,1,Champions
12591,317,3,1338.95,0,Dormant / At-Risk
12592,92,5,2582.66,1,Champions
12593,108,3,418.1,0,Dormant / At-Risk
12594,37,15,5090.110000000001,1,Champions
12595,504,1,299.02,0,Dormant / At-Risk
12596,51,2,618.27,0,Dormant / At-Risk
12597,19,4,3811.22,1,Champions
12598,9,11,4534.09,1,Champions
12599,29,13,2296.72,1,Champions
12600,28,21,4967.42,1,Champions
12601,189,6,681.26,0,Dormant / At-Risk
12602,58,1,153.12,0,Dormant / At-Risk
12603,21,1,739.1999999999999,0,Dormant / At-Risk
12604,79,2,254.18,0,Dormant / At-Risk
12605,376,4,1232.95,0,Dormant / At-Risk
12606,682,1,21.0,0,Dormant / At-Risk
12607,60,1,1579.51,0,Dormant / At-Risk
12608,404,1,415.79,0,Dormant / At-Risk
12609,78,9,3435.86,1,Champions
12610,22,5,2099.54,1,Champions
12611,52,1,1193.32,0,Dormant / At-Risk
12612,74,1,704.04,0,Dormant / At-Risk
12613,57,10,6817.37,1,Champions
12614,277,1,315.6,0,Dormant / At-Risk
12615,2,8,5740.9800000000005,1,Champions
12616,95,3,1131.1,0,Dormant / At-Risk
12617,29,1,352.98,0,Dormant / At-Risk
12618,21,1,177.31,0,Dormant / At-Risk
12619,16,10,3781.38,1,Champions
12620,14,3,1339.41,1,Champions
12621,1,35,24311.2,1,Champions
12622,232,1,180.1,0,Dormant / At-Risk
12623,276,7,3747.84,1,Champions
12624,106,2,641.13,0,Dormant / At-Risk
12625,211,4,5164.88,1,Champions
12626,23,9,6620.4800000000005,1,Champions
12627,10,7,4478.53,1,Champions
12628,4,3,786.46,1,Champions
12629,385,2,1558.22,0,Dormant / At-Risk
12630,9,2,1270.88,1,Champions
12631,57,6,3481.57,1,Champions
12632,520,2,804.88,0,Dormant / At-Risk
12633,58,7,5678.16,1,Champions
12634,535,2,490.0,0,Dormant / At-Risk
12635,89,4,2930.41,1,Champions
12636,738,1,141.0,0,Dormant / At-Risk
12637,67,12,8283.81,1,Champions
12638,33,2,921.49,0,Dormant / At-Risk
12639,238,3,1312.3700000000001,0,Dormant / At-Risk
12640,23,3,1174.58,1,Champions
12641,115,1,185.9,0,Dormant / At-Risk
12642,25,3,1013.26,1,Champions
12643,128,12,8304.82,1,Champions
12644,129,4,1918.49,0,Dormant / At-Risk
12645,33,8,3539.3,1,Champions
12646,4,2,1346.97,1,Champions
12647,22,36,16955.55,1,Champions
12648,154,4,1112.0,0,Dormant / At-Risk
12649,107,8,2294.65,1,Champions
12650,3,1,314.44,0,Dormant / At-Risk
12651,334,4,377.75,0,Dormant / At-Risk
12652,331,2,1017.0300000000001,0,Dormant / At-Risk
12653,148,3,4160.83,1,Champions
12654,10,5,601.98,1,Champions
12655,423,1,261.35,0,Dormant / At-Risk
12656,17,8,6407.83,1,Champions
12657,11,4,1643.18,1,Champions
12658,18,1,686.05,0,Dormant / At-Risk
12659,29,1,91.68,0,Dormant / At-Risk
12660,11,1,245.10000000000002,0,Dormant / At-Risk
12661,436,1,162.0,0,Dormant / At-Risk
12662,0,20,6726.54,1,Champions
12663,624,2,239.4,0,Dormant / At-Risk
12664,8,11,6070.04,1,Champions
12665,324,3,313.6,0,Dormant / At-Risk
12666,394,1,1248.42,0,Dormant / At-Risk
12667,58,1,620.13,0,Dormant / At-Risk
12668,11,10,11383.03,1,Champions
12669,150,3,2744.0299999999997,0,Dormant / At-Risk
12670,10,7,3760.29,1,Champions
12671,606,1,2622.481,0,Dormant / At-Risk
12672,329,2,437.05,0,Dormant / At-Risk
12673,5,3,1230.02,1,Champions
12674,38,4,1970.6,1,Champions
12675,553,2,957.25,0,Dormant / At-Risk
12676,24,11,2843.09,1,Champions
12677,555,2,395.1,0,Dormant / At-Risk
12678,42,21,34281.18,1,Champions
12679,58,4,1113.02,0,Dormant / At-Risk
12680,0,4,880.81,1,Champions
12681,14,45,29834.760000000002,1,Champions
12682,3,52,22950.22,1,Champions
12683,4,21,11633.7,1,Champions
12684,7,7,2283.63,1,Champions
12685,28,6,2863.08,1,Champions
12686,371,1,89.14,0,Dormant / At-Risk
12687,480,2,2138.91,0,Dormant / At-Risk
12688,113,1,4873.81,0,Dormant / At-Risk
12689,25,2,1247.6100000000001,0,Dormant / At-Risk
12690,205,1,389.01,0,Dormant / At-Risk
12691,28,7,1170.4,1,Champions
12692,637,1,110.95,0,Dormant / At-Risk
12693,127,7,1703.02,1,Champions
12694,70,3,1843.35,0,Dormant / At-Risk
12695,7,7,1407.1200000000001,1,Champions
12696,434,2,851.91,0,Dormant / At-Risk
12697,28,3,957.59,0,Dormant / At-Risk
12698,590,1,339.75,0,Dormant / At-Risk
12699,417,1,638.11,0,Dormant / At-Risk
12700,7,4,4939.99,1,Champions
12701,79,6,2446.41,1,Champions
12702,19,1,219.0,0,Dormant / At-Risk
12703,71,4,1006.53,0,Dormant / At-Risk
12704,7,8,2340.84,1,Champions
12705,15,14,11762.1,1,Champions
12707,291,1,603.42,0,Dormant / At-Risk
12708,29,18,5117.66,1,Champions
12709,15,34,30291.76,1,Champions
12710,96,3,1149.02,0,Dormant / At-Risk
12711,611,2,1339.05,0,Dormant / At-Risk
12712,28,21,6723.03,1,Champions
12713,0,1,848.55,1,Champions
12714,9,12,14093.710000000001,1,Champions
12715,106,1,343.36,0,Dormant / At-Risk
12716,3,2,1053.49,1,Champions
12717,151,3,1308.91,0,Dormant / At-Risk
12718,71,1,238.25,0,Dormant / At-Risk
12719,5,2,644.95,1,Champions
12720,2,30,7787.28,1,Champions
12721,31,8,4013.08,1,Champions
12722,85,4,997.63,0,Dormant / At-Risk
12723,3,5,725.07,1,Champions
12724,5,7,2317.52,1,Champions
12725,371,4,2266.76,0,Dormant / At-Risk
12726,28,11,4014.6,1,Champions
12727,10,10,5679.53,1,Champions
12728,71,5,1070.17,1,Champions
12729,113,1,453.01,0,Dormant / At-Risk
12730,521,1,829.25,0,Dormant / At-Risk
12731,23,17,25775.71,1,Champions
12732,179,1,236.26000000000002,0,Dormant / At-Risk
12733,234,4,2424.87,0,Dormant / At-Risk
12734,352,3,639.65,0,Dormant / At-Risk
12735,315,2,779.5699999999999,0,Dormant / At-Risk
12736,332,1,234.0,0,Dormant / At-Risk
12737,498,2,3710.5,0,Dormant / At-Risk
12738,372,1,155.35,0,Dormant / At-Risk
12739,78,4,2726.73,1,Champions
12740,63,1,427.6,0,Dormant / At-Risk
12741,529,2,406.07,0,Dormant / At-Risk
12742,625,1,1201.52,0,Dormant / At-Risk
12743,134,2,540.13,0,Dormant / At-Risk
12744,51,11,25317.06,1,Champions
12745,486,3,925.41,0,Dormant / At-Risk
12746,540,1,254.55,0,Dormant / At-Risk
12747,2,26,8898.48,1,Champions
12748,0,336,53539.64,1,Champions
12749,3,9,6897.36,1,Champions
12750,128,1,275.88,0,Dormant / At-Risk
12751,444,1,268.27,0,Dormant / At-Risk
12752,81,1,4366.78,0,Dormant / At-Risk
12753,22,6,21429.39,1,Champions
12754,235,3,3010.74,0,Dormant / At-Risk
12755,280,11,5236.26,1,Champions
12756,86,1,112.08,0,Dormant / At-Risk
12757,15,13,7834.650000000001,1,Champions
12758,116,7,9903.24,1,Champions
12759,52,8,5020.74,1,Champions
12760,455,1,347.8,0,Dormant / At-Risk
12761,457,2,782.95,0,Dormant / At-Risk
12762,7,2,1898.52,1,Champions
12763,138,2,494.08,0,Dormant / At-Risk
12764,316,1,1693.88,0,Dormant / At-Risk
12765,472,6,1404.58,0,Dormant / At-Risk
12766,3,9,8918.99,1,Champions
12767,375,1,949.82,0,Dormant / At-Risk
12768,450,1,168.69,0,Dormant / At-Risk
12769,238,1,1143.6,0,Dormant / At-Risk
12770,210,2,3246.45,0,Dormant / At-Risk
12771,485,1,282.3,0,Dormant / At-Risk
12772,59,1,892.47,0,Dormant / At-Risk
12773,564,1,124.25,0,Dormant / At-Risk
12774,535,1,98.7,0,Dormant / At-Risk
12775,17,7,1686.1200000000001,1,Champions
12776,667,1,55.5,0,Dormant / At-Risk
12777,457,1,519.45,0,Dormant / At-Risk
12778,19,9,1775.68,1,Champions
12779,37,14,6474.11,1,Champions
12780,598,1,337.4,0,Dormant / At-Risk
12781,63,2,826.74,0,Dormant / At-Risk
12782,4,11,4618.24,1,Champions
12783,2,6,2225.91,1,Champions
12784,9,3,1763.15,1,Champions
12785,364,3,1100.4,0,Dormant / At-Risk
12786,609,1,728.5000000000001,0,Dormant / At-Risk
12787,9,4,862.1800000000001,1,Champions
12788,463,4,444.90000000000003,0,Dormant / At-Risk
12789,65,3,273.35,0,Dormant / At-Risk
12790,192,2,591.85,0,Dormant / At-Risk
12791,373,6,863.51,0,Dormant / At-Risk
12792,256,2,827.01,0,Dormant / At-Risk
12793,334,3,885.53,0,Dormant / At-Risk
12794,53,2,860.41,0,Dormant / At-Risk
12795,18,1,430.48,0,Dormant / At-Risk
12796,628,1,381.0,0,Dormant / At-Risk
12797,365,2,552.08,0,Dormant / At-Risk
12798,10,4,8510.93,1,Champions
12799,529,1,219.35,0,Dormant / At-Risk
12800,470,3,584.25,0,Dormant / At-Risk
12801,500,1,1071.82,0,Dormant / At-Risk
12802,186,7,2416.42,1,Champions
12803,393,1,1092.81,0,Dormant / At-Risk
12804,465,2,325.37,0,Dormant / At-Risk
12805,381,4,1434.95,0,Dormant / At-Risk
12806,435,4,2878.96,0,Dormant / At-Risk
12807,383,1,330.35,0,Dormant / At-Risk
12808,36,5,776.7,1,Champions
12809,177,3,1755.94,0,Dormant / At-Risk
12810,534,2,534.99,0,Dormant / At-Risk
12811,260,5,1033.9,0,Dormant / At-Risk
12812,44,1,229.64000000000001,0,Dormant / At-Risk
12813,501,3,1687.8,0,Dormant / At-Risk
12814,101,1,125.92,0,Dormant / At-Risk
12815,147,2,1063.46,0,Dormant / At-Risk
12816,95,2,572.2,0,Dormant / At-Risk
12817,281,3,690.98,0,Dormant / At-Risk
12818,261,1,1542.08,0,Dormant / At-Risk
12819,458,1,540.52,0,Dormant / At-Risk
12820,3,11,2689.52,1,Champions
12821,214,2,220.8,0,Dormant / At-Risk
12822,70,2,948.88,0,Dormant / At-Risk
12823,74,18,6501.5,1,Champions
12824,59,1,397.12,0,Dormant / At-Risk
12825,521,2,518.63,0,Dormant / At-Risk
12826,2,12,2800.75,1,Champions
12827,5,3,430.15,1,Champions
12828,2,6,1018.71,1,Champions
12829,336,3,385.3,0,Dormant / At-Risk
12830,37,6,6814.64,1,Champions
12831,262,3,451.11,0,Dormant / At-Risk
12832,32,2,383.03000000000003,0,Dormant / At-Risk
12833,145,1,417.38,0,Dormant / At-Risk
12834,282,1,312.38,0,Dormant / At-Risk
12835,427,41,5996.83,1,Champions
12836,59,15,6559.7300000000005,1,Champions
12837,173,2,662.66,0,Dormant / At-Risk
12838,33,10,2975.91,1,Champions
12839,2,26,9669.12,1,Champions
12840,143,7,4041.9700000000003,1,Champions
12841,4,40,6958.2,1,Champions
12842,70,4,1917.99,1,Champions
12843,65,30,6583.36,1,Champions
12844,29,4,648.6,0,Dormant / At-Risk
12845,267,4,354.09000000000003,0,Dormant / At-Risk
12846,682,1,15.58,0,Dormant / At-Risk
12847,22,2,1609.0,1,Champions
12848,675,1,208.0,0,Dormant / At-Risk
12849,31,6,3042.4700000000003,1,Champions
12850,445,1,330.0,0,Dormant / At-Risk
12851,96,2,280.76,0,Dormant / At-Risk
12852,294,1,311.55,0,Dormant / At-Risk
12853,134,11,3907.5,1,Champions
12854,78,7,2970.9700000000003,1,Champions
12855,372,4,612.84,0,Dormant / At-Risk
12856,7,6,2170.78,1,Champions
12857,210,6,3688.0,1,Champions
12858,383,1,147.27,0,Dormant / At-Risk
12859,458,1,575.1,0,Dormant / At-Risk
12860,693,1,54.22,0,Dormant / At-Risk
12861,619,1,68.25,0,Dormant / At-Risk
12862,425,2,984.62,0,Dormant / At-Risk
12863,52,6,2792.55,1,Champions
12864,138,2,299.57,0,Dormant / At-Risk
12865,26,4,3323.4700000000003,1,Champions
12866,283,3,1227.35,0,Dormant / At-Risk
12867,26,13,7829.26,1,Champions
12868,185,8,2043.76,1,Champions
12869,681,1,337.66999999999996,0,Dormant / At-Risk
12870,375,3,1676.95,0,Dormant / At-Risk
12871,84,3,744.02,0,Dormant / At-Risk
12872,326,12,3283.96,1,Champions
12873,282,3,2027.3,0,Dormant / At-Risk
12874,385,2,948.42,0,Dormant / At-Risk
12875,143,5,1356.9900000000002,0,Dormant / At-Risk
12876,57,4,4081.79,1,Champions
12877,3,20,2942.14,1,Champions
12878,236,2,854.99,0,Dormant / At-Risk
12879,44,3,573.22,0,Dormant / At-Risk
12880,381,2,640.13,0,Dormant / At-Risk
12881,275,1,298.0,0,Dormant / At-Risk
12882,9,2,1463.04,1,Champions
12883,24,4,703.47,1,Champions
12884,88,1,309.05,0,Dormant / At-Risk
12885,63,3,1175.22,0,Dormant / At-Risk
12886,67,2,1378.4,0,Dormant / At-Risk
12887,383,1,222.4,0,Dormant / At-Risk
12888,214,2,354.12,0,Dormant / At-Risk
12889,381,4,385.46000000000004,0,Dormant / At-Risk
12890,24,2,706.02,0,Dormant / At-Risk
12891,185,11,840.5,1,Champions
12892,396,1,263.38,0,Dormant / At-Risk
12893,30,1,176.55,0,Dormant / At-Risk
12894,575,1,157.35,0,Dormant / At-Risk
12895,42,2,372.8,0,Dormant / At-Risk
12897,204,4,514.25,0,Dormant / At-Risk
12898,463,2,296.21,0,Dormant / At-Risk
12899,413,1,366.4,0,Dormant / At-Risk
12900,422,1,340.33000000000004,0,Dormant / At-Risk
12901,8,28,17654.54,1,Champions
12902,264,1,138.68,0,Dormant / At-Risk
12903,428,1,833.5300000000001,0,Dormant / At-Risk
12904,18,2,496.06,0,Dormant / At-Risk
12905,576,2,1018.42,0,Dormant / At-Risk
12906,11,5,2919.81,1,Champions
12907,395,2,508.91,0,Dormant / At-Risk
12908,176,5,1776.0,0,Dormant / At-Risk
12909,39,8,3103.19,1,Champions
12910,23,13,5796.52,1,Champions
12911,551,1,1651.72,0,Dormant / At-Risk
12912,2,5,1662.3,1,Champions
12913,4,13,6283.24,1,Champions
12914,400,1,223.98,0,Dormant / At-Risk
12915,148,4,975.1,0,Dormant / At-Risk
12916,138,7,4479.73,1,Champions
12917,128,6,4359.2,1,Champions
12918,626,1,10953.5,0,Dormant / At-Risk
12919,8,6,1335.19,1,Champions
12920,17,4,486.64,1,Champions
12921,9,74,35233.24,1,Champions
12922,161,1,405.38,0,Dormant / At-Risk
12923,64,3,770.42,0,Dormant / At-Risk
12924,88,12,2469.4,1,Champions
12925,4,3,729.33,1,Champions
12926,411,4,1523.97,0,Dormant / At-Risk
12927,394,1,197.31,0,Dormant / At-Risk
12928,35,12,4304.89,1,Champions
12929,311,1,117.85,0,Dormant / At-Risk
12930,78,2,415.8,0,Dormant / At-Risk
12931,21,57,92347.34,1,Champions
12932,539,8,1698.56,0,Dormant / At-Risk
12933,24,8,1636.63,1,Champions
12934,736,1,181.65,0,Dormant / At-Risk
12935,2,15,4243.86,1,Champions
12936,17,4,1063.9,1,Champions
12937,15,9,3097.61,1,Champions
12938,25,1,114.14,0,Dormant / At-Risk
12939,64,20,25264.8,1,Champions
12940,54,2,899.69,0,Dormant / At-Risk
12941,724,1,377.49,0,Dormant / At-Risk
12942,131,3,675.6,0,Dormant / At-Risk
12943,558,2,496.5,0,Dormant / At-Risk
12944,35,2,604.51,0,Dormant / At-Risk
12945,288,2,900.11,0,Dormant / At-Risk
12946,436,1,324.45,0,Dormant / At-Risk
12947,143,6,1603.99,1,Champions
12948,16,9,2317.43,1,Champions
12949,30,22,15526.7,1,Champions
12950,2,3,1843.0,1,Champions
12951,8,15,3213.7200000000003,1,Champions
12952,5,4,1387.79,1,Champions
12953,9,2,828.8100000000001,1,Champions
12954,638,1,162.45,0,Dormant / At-Risk
12955,1,11,4757.16,1,Champions
12956,306,4,521.89,0,Dormant / At-Risk
12957,9,13,8706.97,1,Champions
12958,400,2,467.34,0,Dormant / At-Risk
12959,484,1,150.95,0,Dormant / At-Risk
12960,413,4,1322.0700000000002,0,Dormant / At-Risk
12961,379,1,211.99,0,Dormant / At-Risk
12962,7,2,266.39,0,Dormant / At-Risk
12963,8,12,3235.79,1,Champions
12964,437,1,132.24,0,Dormant / At-Risk
12965,89,1,769.8100000000001,0,Dormant / At-Risk
12966,9,1,160.18,0,Dormant / At-Risk
12967,358,3,2938.52,0,Dormant / At-Risk
12968,112,1,135.95,0,Dormant / At-Risk
12969,602,1,122.45,0,Dormant / At-Risk
12970,7,10,1453.6,1,Champions
12971,3,116,15704.6,1,Champions
12972,413,4,1161.2,0,Dormant / At-Risk
12973,413,1,385.55,0,Dormant / At-Risk
12974,197,2,408.95,0,Dormant / At-Risk
12975,436,6,2100.09,0,Dormant / At-Risk
12976,211,8,3156.38,1,Champions
12977,156,4,513.88,0,Dormant / At-Risk
12978,385,5,2502.82,0,Dormant / At-Risk
12979,729,1,517.7,0,Dormant / At-Risk
12980,157,21,16245.78,1,Champions
